product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,about_product,category_level_1,category_level_2,category_level_3,category_level_4,category_level_5,brand,is_branded,word_count,feature_count,specification_density,log_price,log_actual_price,popularity_score,price_premium,price_ratio,category_price_index,category_discount_index
"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,299.0,800.0,63,4.5,74977.0,"Two 3.3-feet (1.0 meter) USB 2.0 A-Male to A-Female high-speed extension cables|Extends your USB connection to your computer by 3.3 feet; for use with printers, cameras, mice, keyboards and other USB computer peripherals|Constructed with corrosion-resistant, gold-plated connectors for optimal signal clarity and shielding to minimize interference|Features shielding that provides protection against noise from electromagnetic and radio-frequency signals, keeping your signal clear with less loss of bandwidth for higher performance|Typically, the Male A connector plugs into your computer and the Female A connects to the cable you need extended",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,AmazonBasics,1,88,15,0.17045452608471293,5.703782474656201,6.68586094706836,11.224950016154477,501.0,0.3737499953281251,0.8567334998070631,1.1661420633913475
"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.0,1999.0,60,4.2,8583.0,"TPE MFi-certified charging cable to fast charge your Apple devices|Compatible with iPad, iPod and iPhone 13, 13 Pro, 13 mini; 12, 12 Pro Max, 12 Pro; 11, 11 Pro; X, XS, XR, XS Max; 8, 8 Plus and SE|Takes 30 minutes to restore 60% of the phone's power & offers superior data transfer speed|Features durable TPE design with premium TPE mould and sturdy TPE wire; can be used with USB-C power adapter for fast charging|Durable, tangle-free, Ultra-thin & lightweight|Safe for your device even with heavy usage with frequent unplugging|Length: 1.2 metres; Colour: White",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Amazon,0,93,20,0.2150537403168021,6.684611727667927,7.600902459542082,9.057655284310535,1200.0,0.3996998479254635,2.2893982152034895,1.1106114889441405
Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,999.0,70,3.8,928.0,"☛ Compatible With Tata Sky SD / HD / HD+ Plus / 4K DTH Set Top Box.|☛This is a Universal Tata Sky Remote - Also Works with All LED LCD TV (Pairing Required in some models)|☛ Please note: This is NOT a TataSky Recording Remote.|☛ For best performance, please insert new batteries before using (Batteries Not Included)|☛ This is an Imported Generic Product & Not Original Remote By TataSky.",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,Unknown,Crypo™,0,69,9,0.1304347637051067,5.703782474656201,6.907755278982137,6.834108738813838,700.0,0.29929929630331037,0.21372408710704727,1.3771690887227181
Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,"Electronics|HomeTheater,TV&Video|Televisions|StandardTelevisions",6999.0,16990.0,59,3.8,110.0,"Resolution: HD Ready (1366x768) | Reresh Rate : 60 hertz | 16:09 Display Scale|Connectivity: 2 HDMI Ports to connect set-top box, Blu Ray players and gaming console | 2 USB Ports to connect hard drives and other USB devices | 1 AV Input Port | 1 VGA|Sound: 20 Watts Audio Output | Stereo Sorround|Display: HD Ready Crystal Clear Display | A+ Panel | Dynamic Contrast | High Brightness | Vivid Colour Engine | Wide Viewing Angle|Warranty Information: 1 year warranty provided by the manufacturer from date of purchase|Installation: Customer needs to call the Customer care for this product once delivered. Contact brand for assistance @ (Please visit brand website for tollfree numbers) and provide product's model name and seller's details mentioned on your invoice. The service center will allot you a convenient slot for the service|Easy returns: This product is eligible for replacement within 10 days of delivery in case of any product defects, damage or features not matching the description provided|Country of Origin : India",Electronics,"HomeTheater,TV&Video",Televisions,StandardTelevisions,Unknown,MI,1,166,23,0.1385542085208308,8.85366542803745,9.740439071085758,4.709530201312334,9991.0,0.41194820458390335,5.002859149371986,1.1607568033520053
OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",42999.0,59999.0,28,4.1,6753.0,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate : 60 Hertz | 178 Degree wide viewing angle|Connectivity: 3 HDMI ports (HDMI 2.1 Compatible, HDMI 1 supports eARC) to connect set top box, Blu Ray players, gaming console | 2 USB ports to connect hard drives and other USB devices|Sound : 30 Watts Output | Co-tuned with Dynaudio | Dolby Audio|Smart TV Features : Android TV 10 ｜Hands-free voice control with Speak Now | Google Assistant | OnePlus Connect 2.0 | OxygenPlay 2.0 | Data Saver Plus | Kids Mode | Game Mode|Display : 1 billion colors | Gamma Engine | HDR10+ certified, HDR10, HLG | MEMC | Bezel-less design | 95.3% Screen to Body Ratio|Warranty Information: 1 year comprehensive warranty and additional 1 year on panel provided by the manufacturer from date of purchase|Installation: This TV comes with a wall mount inside the box. Installation/Wall mounting/demo will be arranged by Amazon Home Services. For any other information, please contact Amazon customer support",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,Unknown,OnePlus,0,162,35,0.21604936937966857,10.668955394675699,11.002099841204238,8.817890200945513,17000.0,0.7166619442462937,30.735525155571658,0.5508676354890872
Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",173.0,999.0,83,4.3,1237.0,perfect|100 % compatible,Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,MI,1,3,2,0.6666644444518518,5.159055299214529,6.907755278982137,7.121252453244542,826.0,0.173173171439708,0.12365975608534842,1.6329290623426516
"Amazon Basics HDMI Coupler,Black",Electronics|HomeAudio|Accessories|Adapters,209.0,600.0,65,4.4,18872.0,"Note: Product only works as an extender adapter with HDMI compatible devices, works only to support extension function for long distance transmission without the hassle of using a single length long cable, Both input & output devices need to support ARC for using this function.|Ideal for extended reach when connecting Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, computers, and other HDMI-enabled devices to TVs, displays, A/V receivers, and more|HDMI female-to-female coupler easily connects two HDMI A Male to A Male cables together. Supports Ethernet, 3D, 4K video, and Audio Return Channel (ARC)|Compatible with latest HDMI standard (4K video at 60 Hz, 2160p, 48-bit/px color depth); supports bandwidth up to 18Gbps; backwards compatible with earlier versions|Measures 0.09 x 0.07 feet (0.029 by 0.022 meters)|1 year limited warranty",Electronics,HomeAudio,Accessories,Adapters,Unknown,MI,1,131,30,0.22900761610628884,5.3471075307174685,6.398594934535208,9.84548760823814,391.0,0.3483333275277779,0.1493924220915481,1.2787998680996668
"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,848.99,1490.0,43,3.9,356.0,"The boAt LTG 550v3 Apple MFi Certified Lightning Cable is compatible with all iPhone, iPod, iPad and other lightning devices with this charging type.|The 2.4A rapid charging and 480 mbps data sync makes it reliable to use.|The spaceship grade aluminum shell housing used gives it maximum durability.|With its sturdy nylon braiding and enhanced frame protection it is stretch and stress resistant for a hassle-free experience|It has 10000+ bends lifespan that offers extreme durability|Its 1m tangle-free cable length makes it extremely efficient.|The Latest C89 connector for high efficiency and seamless compatibility|2 years warranty from the date of purchase.",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,boAt,1,97,16,0.16494843660325395,6.745224584709275,7.307202314764738,5.877735781779639,641.01,0.5697919424846178,2.4326360334488246,0.7959382337433007
"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,649.0,1999.0,68,4.2,24269.0,"[High Compatibility] : iPhone X/XsMax/Xr ,iPhone 8/8 Plus,iPhone 7/7 Plus,iPhone 6s/6s Plus,iPhone 6/6 Plus,iPhone 5/5s/5c/se,iPad Pro,iPad Air 1/2,iPad mini 1/2/3,iPod nano7,iPod touch and more apple devices.|[Fast Charge&Data Sync ] : It can charge and sync simultaneously at a rapid speed, Compatible with any charging adaptor, multi-port charging station or power bank.|[Durability] : Durable nylon braided design with premium aluminum housing and toughened nylon fiber wound tightly around the cord lending it superior durability and adding a bit to its flexibility.|[High Security Level ] : It is designed to fully protect your device from damaging excessive current.Copper core thick+Multilayer shielding, Anti-interference, Protective circuit equipment.|[WARRANTY] 12-months warranty and friendly customer services, ensures the long-time enjoyment of your purchase. If you meet any question or problem, please don't hesitate to contact us (10am - 7pm Working days)",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Wayona,0,134,27,0.20149252227667744,6.476972362889683,7.600902459542082,10.096996298720647,1350.0,0.32466232954145907,1.8595988005845616,1.2586930208033593
Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,899.0,67,3.8,425.0,Not Suitable for Airtel Internet Tv Set top box|Just Insert the battery and you are ready to use|Match your old remote image before placing an order.|Quality plastic used|Customer Care at 9599141927(whatsapp) for compatibility check and technical issue.,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,Unknown,Astigo,0,37,7,0.1891891380569897,5.703782474656201,6.802394763324311,6.054439346269371,600.0,0.33259176493223847,0.21372408710704727,1.3181475563488874
"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)","Electronics|HomeTheater,TV&Video|Accessories|TVMounts,Stands&Turntables|TVWall&CeilingMounts",399.0,799.0,50,4.1,1161.0,"TV & Monitor Wall Mount Compatibility : 12 To 27 inch (LED/HD/QLED/LCD/UHD/3D/4K/Monitor/Curved/Smart Screens) From All Universal Brands Like Samsung, BenQ, LG, Acer, Dell, Sony, Lenovo, HP, ViewSonic, Asus, Hisense, Kevin, Sanyo, Shinco, Elara, Xiaomi, Mi, VU, Adsun, iFalcon, Realme, Vise, Croma, Kodak, Mitashi, Thomson, Videocon, Phillips & Etc.|VESA Compatibility : 50 x 50 mm (5 cm x 5 cm), 75 x 75 mm (7.5 cm x 7.5 cm) And 100 x 100 mm (10 x 10 cm). Vesa Is The Distance Between The Four Wall Mounting Screw Holes On The Back Of Your TV/Monitor Screens.|Complete Viewing Flexibility : Full Motion Rotatable TV & Monitor Mount Having The Following Specifications - Tilt : +- 15° (Up / Down) | Swivel Rotation : +/- 90° (Left / Right) | Maximum Distance From Wall When Extended : 7 inch | Minimum Distance From Wall When Retracted : 2 inch.|Heavy Duty Build : Premium Heavy Duty Wall Mounting Stand Built With Solid Heavy Gauge Material , Offering A Superior , Solid And Rugged Build. Durable Stand With Long Lasting Life. Solid , Sturdy And Thick Metal Construction For Added Safety And Strength. Professional Grade TV Wall Stand With Best In Class Features For You’re Premium Television And Monitor Screens. Maximum Weight Loading Capacity Of 10 Kg’s.|Easy & Quick Installation : Super Easy And Quick To Install Wall Stand. Simple 3 Step Installation Procedure So Your Screen Can Be Wall Mounted Within 5 Minutes. Standard Universal Screw Set Provided In Kit To Make Your Installation Procedure A Breeze. Standard Screws Compatible With Most Of The Latest TV & Monitor Screens.|Most Compatible TV & Monitor Screen Sizes Are : 27 inches, 26 inches, 25 inches, 24.5 inches, 24 inches, 23.8 inches, 23.5 inches, 23 inches, 22 inches, 21 inches, 20.5 inches, 20 inches, 19 inches, 18.5 inches, 18 inches, 17 inches, 16 inches, 14 inches & 12 inches.|Box Contents : Wall Mount x 1 , Universal Standard Screw Set x 1",Electronics,"HomeTheater,TV&Video",Accessories,"TVMounts,Stands&Turntables",TVWall&CeilingMounts,Caprigo,0,325,80,0.2461538385798819,5.991464547107982,6.684611727667927,7.057897937411856,400.0,0.49937421152222516,0.2852037149020464,0.983692206230513
"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,249.0,499.0,50,4.1,1508.0,"[1.2 M LONG DURABLE CABLE] : The Konnect L is about 1.2 M long and this feature allows for maximum convenience of the user. Not only is the cable length ample it also is durably built which ensures that no matter how roughly its handled no harm is done to it!|[60 W PD Quick Charge For Type C] : Konnect L cable for Type C enabled smartphones has the Quick Charge feature which allows for record time efficient charging. The cable enables you to charge all your Type C enabled devices!|[TPE & NYLON BRAIDED CORD] : The cable has been designed for optimal results and keeping this in mind it has been built with TPE and has further been nylon braided to ensure longevity and safe upkeep.|[TANGLE RESISTANT] : Isn’t it frustrating when we are in a hurry to charge our devices, and while pulling out the charger find it all entangled up? This is why we came up with this feature that will not only make charging hassle free but also ensure the cable’s longevity.|[FAST DATA SYNC] : Sync data from two devices with accuracy and ultra speed. The cable allows zero glitches and ensures distortion free exchange of data. You can use the cable to transfer large amounts of data continuously from one device to another!",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Portronics,1,218,14,0.06422018054035869,5.521460917862246,6.214608098422191,7.319202458767849,250.0,0.49899798599202433,0.7134670282674205,0.9255095741201171
TATA SKY HD Connection with 1 month basic package and free installation,"Electronics|HomeTheater,TV&Video|SatelliteEquipment|SatelliteReceivers",1249.0,2299.0,46,4.3,7636.0,Enjoy the high definition experience with 1080i resolution|Modify or make your pack ba|Device Type High Definition Compression|Vivid colors and sharper images,Electronics,"HomeTheater,TV&Video",SatelliteEquipment,SatelliteReceivers,Unknown,TATA,0,21,4,0.19047609977328583,7.1308988302963465,7.7406644019172415,8.940760134888384,1050.0,0.5432796844572436,0.8927805511595386,0.904996829732072
Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",213.0,499.0,57,3.7,246.0,"Soft & Durable Keypad|Durable Quality, Rigid Body, Efficient Performance|Remotes are Quality Tested Before Shipment|Suitable with Samsung LED/LCD Tv without Smart Functions|please match image of your old remote with picture",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,Unknown,Samsung,1,29,7,0.24137922711061136,5.365976015021851,6.214608098422191,5.5093883366279774,286.0,0.42685369886064733,0.15225160720334804,1.1214091151027847
SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",209.0,499.0,58,4.0,479.0,Please Match The Image With Your Existing Remote Before Placing The Order|Best Quality Plastic Body.Soft Rubber Keypad.|All Products are checked by Testing machine Before Shipment.|Before Use Please Use New Battery|Compatible Device: SA-D10 SA-D100 SA-D40 Sony Home Theater.,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,Unknown,SoniVision,0,37,9,0.2432431775018439,5.3471075307174685,6.214608098422191,6.173786103901937,290.0,0.418837666957161,0.1493924220915481,1.141082959227395
Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),"Electronics|HomeTheater,TV&Video|Accessories|Cables|HDMICables",598.0,4999.0,88,4.2,910.0,"The Rts (Radhey Techno Servies) High Speed HDMI Cable with Ethernet - Supports 3D, 4K and Audio Return Compatible with Blu-ray players, Fire TV, Apple TV, PS4, PS3, XBox one, Xbox 360, Cable Box, Roku, computers and other HDMI-enabled devices to TVs, displays, A/V receivers and more|The Rts (Radhey Techno Servies) Supports all new HDMI advanced features such as 3D, audio return channel, ethernet, dolby trueHD and DTS-HD master audio, Supports resolution 720p, 1080i, 1080p and beyond|Fully shielded heavy duty premium grade cable with soft PVC jacket, Full metal jacket connector provides strength, durability and prevents interference|Supports 3D, 4K and Audio Return, Premium construction: 28AWG Pure Copper Conductors, Triple Shielding and Gold-Plated Full Metal Jacket Connectors|Check compatibility before purchase|2 Year Warranty With Rts (Radhey Techno Servies)",Electronics,"HomeTheater,TV&Video",Accessories,Cables,HDMICables,MI,1,126,29,0.23015871189216572,6.395261598115449,8.517193191416238,6.814542897259958,4401.0,0.11962392454566129,0.42744817421409453,1.7312982829657029
"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,799.0,1749.0,54,4.1,5626.0,Spaceship grade aluminium cable casing ensures long-lasting durability and reliable charging|Length: 2M,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,boAt,1,12,2,0.16666652777789354,6.684611727667927,7.4673710669175595,8.635331719433278,950.0,0.4568324730884364,2.2893982152034895,0.9995503400497265
Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,159.0,595.0,73,4.3,14184.0,1.2 Meters Long Cable|Nylon Braided Cable|Quick Charging and Data sync ensures rapid charging at 2.4A|Alloy Shell Connectors and 100 percent Pure Copper|Sturdy and Durable with 10000 + bend lifespan,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,MI,1,29,7,0.24137922711061136,5.075173815233827,6.39024066706535,9.559940347242952,436.0,0.26722688626509433,0.45558737949606365,1.3512439782153711
AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|DVICables,499.0,1100.0,55,4.4,25177.0,"DisplayPort to DisplayPort cable transmits HD audio and video from computer to display (This is not an HDMI cable)|Please check resolution before connection for proper output.|Gold-plated connectors, bare copper conductors, and foil-and-braid shielding for reliable connectivity|Compliant to version 1.2 specs|works with DP, DP++, and DisplayPort++|supports video resolutions up to 4Kx2K|VESA certified",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,DVICables,AmazonBasics,1,51,13,0.2549019108035469,6.214608098422191,7.00397413672268,10.133725876326205,601.0,0.4536363595123967,1.4297993859656337,1.018060531532129
MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",31999.0,49999.0,36,4.3,21252.0,"Note : The brands, Mi and Xiaomi, are part of the same multinational conglomerate|Resolution : 4K Ultra HD (3840 x 2160) Resolution | Refresh Rate : 60 Hertz|Connectivity: Dual Band Wi-Fi | 3 HDMI ports to connect latest gaming consoles, set top box, Blu-ray Players | 2 USB ports to connect hard drives and other USB devices | ALLM | eARC | Bluetooth 5.0 | Optical | Ethernet|Sound: 30 Watts Output | Dolby Atmos | DTS-HD|Smart TV Features : Android TV 10 | PatchWall 4 with IMDb integration | Kids Mode with Parental Lock | 300+ Free Live Channels | Universal search | Language Universe (16+ Languages) | India's Top 10 | Miracast | Supported Apps: Prime Video | Netflix | Disney + Hotstar | YouTube | Apple TV | 5000+ apps from Play Store | Quad core A55 CPU processor | Chromecast built-in | Ok Google | Far-field Mics | Auto Low Latency Mode | 2GB RAM + 16GB Storage|Display: 4K HDR | Metal Bezel-less Design | Dolby Vision | HDR10+ | HLG | Reality Flow MEMC | Vivid Picture Engine 2 | DCI-P3 94% Colour Gamut|Warranty Information: 1 year comprehensive warranty on product and 1 year additional on Panel provided by the brand from the date of purchase",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,Unknown,MI,1,210,48,0.22857141768707534,10.373491181781864,10.819778284410283,9.964253340858692,18000.0,0.6399927997279959,22.872766098121758,0.7082583884859693
Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),"Electronics|HomeTheater,TV&Video|Televisions|SmartTelevisions",32990.0,56790.0,42,4.3,567.0,"Resolution: 4K Ultra HD (3840x2160) | Refresh Rate: 60 hertz | Wide Viewing Angle|Connectivity: 3 HDMI ports to connect multiple devices | 2 USB ports to connect hard drives and other USB devices | Bluetooth | Wi-Fi | RJ45 | Antenna|Sound: Dolby Audio | DTS | 20 Watts Audio Output|Smart TV Features: Android 10.0, Google Assistant, Alexa Enabled Support, Built-in Chromecast | Performance: CA53 Quad Core Processor | RAM 2GB, ROM 8GB | Supported Apps: Prime Video, Netflix, Disney + Hotstar, YouTube, Google Play|Display: 4K UHD Android TV | A+ Grade Panel | Wide Colour Gamut | HDR 10 | Crystal Clear Display | High Brightness | Bezel-less Design",Electronics,"HomeTheater,TV&Video",Televisions,SmartTelevisions,Unknown,Sansui,0,109,32,0.2935779547176188,10.403990075979044,10.947133141450378,6.342121418721152,23800.0,0.5809121323153879,23.5811292095702,0.8263014532336309
LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",299.0,1199.0,75,3.5,466.0,Compatible Device For Sony Smart Android tv Remote Control|Compatible Model :- rmt-tx301p gd026 klv 24r402a tx111p tx301p rm-gd032 rm-ga021 rm-ga025 rm-gd027 rmt-tx112p rmf-tx310p rmt-tx100p rmf-tx300p klv-32w512d rmt-tx111p rmt-tx202p 42w700b gd020 gd033 ed054 e4100|Remotes are checked by Testing Machine Before Shipment|Imported Generic Product Not by SONY|Please Match the Image with Your Existing Remote Before Placing the Order,Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,Unknown,LOHAYA,0,56,5,0.08928569834183958,5.703782474656201,7.090076835776092,6.1463292576688975,900.0,0.24937447665242304,0.21372408710704727,1.4755383093457695
"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black )",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,128.31,549.0,77,3.9,61.0,"Fast charging support for various smart phones with the standard QC 18W support (using compatible USB charger).|Maximum 3A current carrying capacity for efficient charging speed.|1 meter Braided cable for durability and long term usage.|Transfer files to & from your smartphone with your Laptop / Computer easily, using the ZEB-CU3100V Type C cable.|High quality mould and premium finish to provide the best usage experience.",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Zebronics,0,63,11,0.17460314688838938,4.86221262230776,6.309918278226516,4.127134385045092,420.69,0.23371584273741636,0.367650419265031,1.4252847441449805
"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - White, USB-IF Certified",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,599.0,849.0,29,4.5,474.0,"2-Year Manufacturing Warranty|Usb-If Certified So You Can Count On A Great Experience On Any Device|Use Them At Home, In Your Car, Or Anywhere You Need To Sync Music, Photos, Or Data And Charge Your Devices|Tested To Withstand 8, 000+ Bends, ** These Usb-C Fast Charge Cables Are Built With More Strength And Flexibility To Use Over And Over Again. This Makes Them Ideal For Easy Placement In Your Bag To Take On-The-Go|Get A Fast Charge, Up To 50% In Around 36 Minutes* With Sturdy Usb-C To Usb-C Cables",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Belkin,0,88,13,0.14772725594008454,6.396929655216146,6.745236349484363,6.163314804034641,250.0,0.7055359163069975,1.716332329044919,0.536795552989668
7SEVEN® TCL Remote Control Smart TV RC802V Remote Compatible for TCL TV Remote Original 55EP680 40A325 49S6500 55P8S 55P8 50P8 65P8 40S6500 43S6500FS 49S6800FS 49S6800 49S6510FS(Without Voice Function/Google Assistant and Non-Bluetooth remote),"Electronics|HomeTheater,TV&Video|Accessories|RemoteControls",399.0,899.0,56,3.4,431.0,"Compatible for TCL 65P8S 32A323 32A325 32P30S 32S6500 32S6500A 32S6500S 32S6510S 32S6800 32S6800S 40A323 40A325 40S6500 40S6500FS 40S6510FS 40S6800 40S6800FS 43P30FS 43S6500 43S6500FS 43S6510FS 43S6800FS 49P30FS 49S6500 49S6500FS 49S6510FS 49S6800 49S6800FS 50P8 50P8S 55EP680 55P8 55P8S 65P8 65P8S LED smart TV|This remote covers most of the functionality of the original television remote control|No Setup Required ! NO programming, NO paring, Just load the battery to get it work|100% Best Quality Replacement Remote (without voice function) for TCL & Iffalcon Smart LED TV.|For Best performance, Please insert new Batteries before using.",Electronics,"HomeTheater,TV&Video",Accessories,RemoteControls,Unknown,TCL,0,90,10,0.11111109876543347,5.991464547107982,6.802394763324311,6.068425588244111,500.0,0.44382646892295363,0.2852037149020464,1.1017352709781745
"Wayona 3in1 Nylon Braided 66W USB Fast Charging Cable with Type C, Lightening and Micro USB Port, Compatible with iPhone, iPad, Samsung Galaxy, OnePlus, Mi, Oppo, Vivo, iQOO, Xiaomi (1M, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,449.0,1099.0,59,4.0,242.0,"[3 in 1 Fast Charging Cable] : 3 in 1 Multi Charging Cable Design, with Lightning, Type C, Micro USB connectors built-in. Compatible with most of the phones, one cable meets your three different demands. You can charge multiple devices at the same time.|[Important Note] : Please use at least 3A or above USB power adapter when charging multiple devices at same time, Fast Charging speed depends on your device and wall charger. Only Type C Port supports data transfer, 480mbps.|[Fast Charge and Data Sync] : Charge faster than most standard cables. Cable supports upto 66W with rapid charging, stable current protection. The maximum total output current can be up to 6A. Also supports Fast Charging, Dash Charging, SuperVooc, Quick Charge, Flash Charge, Mi Turbo Charge.|[Universal Compatibility] : Compatible with iPhone 13, 12, 11, X, 8, 7, 6, 5, iPad Air, Pro, Mini, Samsung Galaxy S22, S21, S20, S10, A, M Series, OnePlus 3, 5, 6, 7, 8, Mi, Oppo, Vivo, Xiaomi, iQOO and many other devices.|[What You Get] : 1x Wayona 3 in 1 Nylon Braided Fast Charging Cable (1M) with 6 Months worry-free Warranty, and friendly customer service.",Computers&Accessories,Accessories&Peripherals,Cables&Accessories,Cables,USBCables,Wayona,0,190,55,0.28947366897507004,6.1092475827643655,7.003065458786462,5.493061443340548,650.0,0.4085532264917814,1.2865329144259912,1.0921012974617383
